Country Name,Country Code,Series Name,Series Code,1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Arab World,ARB,Agricultural land (% of land area),AG.LND.AGRI.ZS,33.1334863787582,33.7425417857081,34.3855487127142,34.9782682942684,35.7112798000369,36.3295809477876,36.3105963623107,36.3065822731884,36.3695082121908,36.4166496337839,36.4843620162531,36.5405009627573,36.4892213515993,36.4941629165024,36.4129544341629,36.3722608895493,36.4259902142818,36.4408082099817,36.4722999471565,36.5345027371875,36.6074748752316,36.6247594678781,36.6108495095988,..,..
Arab World,ARB,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,91107.6910379864,94487.9907202032,95677.9985065193,99360.1103602272,100121.378128951,106316.809604557,107809.113323771,108550.364249435,111751.795842443,112022.914355553,113674.47004387,118138.365908408,134261.456130875,174123.797987205,150808.645449482,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,Arable land (% of land area),AG.LND.ARBL.ZS,3.68566190293679,3.65709157038807,3.66612192809637,3.63741452567801,3.6391679248411,3.62353700536978,3.54432331076428,3.52699420253442,3.55602735665263,3.58665776096348,3.53088999187625,3.53350361261302,3.477816501765,3.47157551463585,3.3894173749236,3.34870257558862,3.37078486937364,3.371217810077,3.40626775210284,3.43977226898499,3.50556857663092,3.52777578960989,3.51560591035068,..,..
Arab World,ARB,"Armed forces personnel, total",MS.MIL.TOTL.P1,2223000,3089500,3173100,3223150,3256750,3125800,3200800,3200400,3166200,3164800,2929000,3051000,3260000,3264000,3480000,3578675,3598680,3513260,3542060,2866760,2881760,2881560,2781410,..,..
Arab World,ARB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.64485889411981,3.39819976513588,3.30479368251441,3.12484849155533,3.32954827588646,3.30955339218347,3.68444127176971,3.59030296450523,3.58803558092715,3.77988901128049,4.05146516877077,4.16848625623531,4.26823986615523,4.10022627300118,4.39040143437389,4.54215145137159,4.61575820147529,4.53775523602928,4.81363072670862,4.65047416848542,4.86023383242015,..,..,..,..
Arab World,ARB,Crop production index (2004-2006 = 100),AG.PRD.CROP.XD,69.2192454614549,68.7886936605639,83.3845843955776,75.3949986039217,81.9778300127124,81.3583871388933,81.6964381207777,82.4885690283515,89.3143679749404,94.8781821949346,97.3471961390481,99.6221056358888,107.251553862905,100.566968919023,103.143834032981,110.539398611879,107.662142636196,113.61497265659,113.849708309601,117.826830053319,113.383378082395,..,..,..,..
Arab World,ARB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.30585581054053,7.10695259359449,6.94848474376943,6.80376032295968,6.67813101308014,6.56933730265246,6.47700219633785,6.3967558052861,6.32409816514615,6.25365103605121,6.18215764462783,6.10898689736593,6.03602051804376,5.96538956369614,5.90408779919545,5.85195173773151,5.80762030804291,5.76762330565707,5.72780019544933,5.68594200474975,5.64133474992918,5.59521019987047,5.54867665702495,..,..
Arab World,ARB,Forest area (% of land area),AG.LND.FRST.ZS,1.71239272282848,1.70733281169286,1.70227379060056,1.69721392054734,1.69215494295654,1.68709596294663,1.68203605181101,1.6830756474866,1.68411431098076,1.68517996282904,1.68622014375117,1.68725825529459,1.6935766543865,1.6999018407442,1.70622771023546,1.71293857999999,1.71926949989235,1.71311268730216,1.70695703393974,1.70083006507352,1.6946746158859,1.68851740785711,1.68236125592314,..,..
Arab World,ARB,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.7,..,4.2,3.8,..,..,..
Arab World,ARB,"Internally displaced persons, total displaced by conflict and violence (number of people)",VC.IDP.TOCV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16331500,..,..
Arab World,ARB,International migrant stock (% of population),SM.POP.TOTL.ZS,..,5.79825644584546,..,..,..,..,5.69805098532726,..,..,..,..,6.0890569167523,..,..,..,..,7.97712755617779,..,..,..,..,8.91430832434835,..,..,..
Arab World,ARB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.7100196318053,66.118141218678,66.4753491047708,66.8165535450604,67.1332679936668,67.4249911264263,67.6949397276557,67.9487321610337,68.1944834458595,68.4396355867532,68.6879445507359,68.9380580557627,69.1863650750761,69.424552198029,69.6469702814488,69.8514338976754,70.0410543466168,70.2238942443028,70.4080156937082,70.5982981596622,70.7939574698,70.9945414725089,71.198456370659,..,..
Arab World,ARB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,7.49780410044771,6.75502410237546,6.15358733962512,6.68368049836085,7.65031309384838,6.61636758553861,6.51991989592242,6.52472031898369,5.98788758788821,5.55431831444354,5.13347977678364,4.68985598512696,4.43464311706962,4.55457862691747,4.22174276586387,5.37543922922103,5.11975100692777,5.01043475026577,5.13283241320265,5.83965427207118,6.3891518313589,7.50648096656395,6.20362675825605,6.42324286247504,..
Arab World,ARB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,52.367160496463,50.9865493949777,49.6152024424251,48.2635598233443,46.9511543137912,45.646838441452,44.3304443061111,43.0365521711427,41.7439372981553,40.4958567272922,39.2804369161414,38.1053267516697,36.8880324950595,35.6945741319677,34.4900284859576,33.3531602304736,32.3530872641796,31.4164525887839,30.6560589327005,29.939136707877,29.3027041945133,28.680354894868,28.1372016579524,27.6105750098292,..
